00000059,260375.0
00000264,6199449.0
00000518,509376.0
00000377,15867825.0
00000180,29640769.0
00000276,15294646.0
00000165,29640769.0
00000188,16196143.0
0001390,5328069.0
00000142,9654450.0
00000127,6825236.0
00000179,16196143.0
00001519,1018752.0
00021717,4720507.0
00001781,865675.0
00000767,1469127.0
00000791,509376.0
00021765,407500.0
00000265,8563028.0
00000078,51500.0
00000990,107500.0
00000775,74500.0
00000499,290375.0
00000887,524759.0
00001654,940701.0
205,1230000.0
00000586,86000.0
00000856,63496064.0
00000176,16196143.0
0000660,259876.0
00000181,29640769.0
0000558,304376.0
0000535,7089751.0
00001466,370375.0
00001634,358750.0
00000162,15489846.0
00000126,9641208.0
00001852,999750.0
00001720,871125.0
00001818,460250.0
